Golgi apparatus	caveola	cytoskeleton	cytosol	early endosome	extracellular exosome	focal adhesion	late endosome	microtubule cytoskeleton	mitochondrion	nuclear envelope	nucleoplasm	nucleoplasm	nucleus	protein complex	pseudopodium
integral component of plasma membrane
endoplasmic reticulum membrane	intracellular membrane-bounded organelle	organelle membrane
external side of plasma membrane	integral component of plasma membrane	plasma membrane
external side of plasma membrane	integral component of plasma membrane	plasma membrane
cytoplasm	nucleus
extracellular region	extracellular space	proteinaceous extracellular matrix
basolateral plasma membrane	extracellular exosome	extracellular space	integral component of plasma membrane	plasma membrane	receptor complex
cytoplasm	cytosol	membrane	nucleus	perinuclear region of cytoplasm	ribosome
cytoplasm	cytoskeleton	extracellular exosome	histone deacetylase complex	nucleus	plasma membrane
Rab-protein geranylgeranyltransferase complex	Rab-protein geranylgeranyltransferase complex	plasma membrane
cytosol	nucleoplasm
axon	cell-cell adherens junction	cytoplasmic vesicle membrane	cytosol	extracellular exosome	focal adhesion	kinesin complex	melanosome	membrane	mitochondrion
A band	Ada2/Gcn5/Ada3 transcription activator complex	I band	PCAF complex	actomyosin	cytosol	kinetochore	nuclear chromatin	nucleoplasm	nucleus
SMAD protein complex	cytoplasm	cytoplasm	cytosol	integral component of membrane	intracellular	nucleoplasm	nucleoplasm	nucleus	nucleus	nucleus	protein complex	transcription factor complex
extracellular exosome	gamma DNA polymerase complex	mitochondrial nucleoid	mitochondrion	protein complex	terminal bouton
Golgi apparatus	axonal growth cone	cytoplasm	cytosol	focal adhesion	membrane	neuron projection	nucleoplasm	perinuclear region of cytoplasm
extracellular region	extracellular space	integral component of membrane
Golgi apparatus	MutSalpha complex	cytoplasm	intracellular membrane-bounded organelle	nuclear chromatin	nuclear chromosome	nucleoplasm	nucleoplasm	plasma membrane
extracellular region	extracellular space	extracellular space	proteinaceous extracellular matrix
extracellular region	extracellular space	extracellular space	proteinaceous extracellular matrix
cytoplasm	intracellular membrane-bounded organelle	nucleus
Golgi apparatus	apical plasma membrane	axon	cell periphery	centrosome	cytoplasm	cytoplasm	dendrite	endoplasmic reticulum	extracellular exosome	filopodium tip	growth cone	lamellipodium	membrane	neuron projection	neuronal cell body	nucleoplasm	nucleoplasm	nucleus	perinuclear region of cytoplasm	plasma membrane	ruffle membrane	sarcolemma	vesicle
external side of plasma membrane	extracellular region	extracellular region	extracellular space	intracellular
extracellular region	extracellular space
cell surface	extracellular region	extracellular space
endoplasmic reticulum membrane	intracellular membrane-bounded organelle	mitochondrion	organelle membrane
endoplasmic reticulum membrane	intracellular membrane-bounded organelle	mitochondrion	organelle membrane
collagen type XI trimer	endoplasmic reticulum lumen	extracellular region
collagen type XI trimer	endoplasmic reticulum lumen	extracellular region
PML body	chromosome	cytosol	nucleoplasm	nucleus
cytoplasm	extrinsic component of cytoplasmic side of plasma membrane	nucleus
PML body	cytoplasm	nucleus
cytoplasmic mRNA processing body	colocalizes_with nuclear chromosome	nucleolus	nucleoplasm	nucleoplasm	nucleus	perikaryon	replication fork protection complex
cytoplasm	endoplasmic reticulum	nuclear matrix	nucleus	plasma membrane
cell surface	integral component of plasma membrane	intracellular	mast cell granule	membrane	plasma membrane
cell surface	integral component of plasma membrane	intracellular	mast cell granule	membrane	plasma membrane
basement membrane	extracellular exosome	colocalizes_with extracellular matrix	extracellular region	extracellular space	nucleus	platelet dense granule lumen	proteinaceous extracellular matrix
basement membrane	extracellular exosome	colocalizes_with extracellular matrix	extracellular region	extracellular space	nucleus	platelet dense granule lumen	proteinaceous extracellular matrix
Golgi apparatus	cell surface	cytoplasm	endosome	extracellular region	extracellular region	extracellular space	integral component of plasma membrane	membrane	nucleoplasm
extracellular region
integral component of plasma membrane	plasma membrane
RNA polymerase II transcription factor complex	axon cytoplasm	cytoplasm	cytosol	cytosol	motile cilium	nuclear speck	nucleoplasm	nucleus	transcription factor complex
basement membrane	endoplasmic reticulum	extracellular exosome	extracellular matrix	extracellular region	extracellular space	neuromuscular junction	sarcoplasmic reticulum
SCAR complex	cytoplasm	cytoskeleton	cytosol	filopodium	lamellipodium
anchored component of external side of plasma membrane	caveola	extracellular region	plasma membrane	plasma membrane
extracellular exosome	integral component of membrane
nucleoplasm	nucleus	protein complex
cytoplasm	nucleolus	nucleoplasm	nucleus	transcription factor complex
I-kappaB/NF-kappaB complex	NF-kappaB complex	cytoplasm	cytosol	cytosol	nucleoplasm	nucleus	transcription factor complex
actin cytoskeleton	apical part of cell	intracellular membrane-bounded organelle	plasma membrane	ruffle membrane
extracellular region	extracellular exosome	extracellular region	extracellular space
nucleoplasm
nucleoplasm
actin cytoskeleton	nucleus
Golgi apparatus	endoplasmic reticulum membrane	integral component of plasma membrane	melanosome	trans-Golgi network
Golgi apparatus	endoplasmic reticulum membrane	integral component of plasma membrane	melanosome	trans-Golgi network
nucleus
Ctf18 RFC-like complex	DNA replication factor C complex	nucleoplasm
Ctf18 RFC-like complex	DNA replication factor C complex	nucleoplasm
Ctf18 RFC-like complex	DNA replication factor C complex	nucleoplasm
cytoplasm	cytosol	extracellular region	extracellular space	nucleus	plasma membrane
cytoplasm	cytosol	endoplasmic reticulum	extracellular exosome	nucleoplasm	nucleoplasm
cytoplasm	cytoskeleton	extracellular exosome	lamellipodium
cytoplasm	integral component of plasma membrane	receptor complex
cytoplasm	cytoskeleton	cytosol	nucleoplasm	nucleoplasm	nucleus
cytoplasm	integral component of plasma membrane	receptor complex
integral component of membrane	plasma membrane
integral component of membrane	plasma membrane
endoplasmic reticulum membrane	integral component of plasma membrane	nuclear envelope	nucleus
actin cytoskeleton	cell-cell adherens junction	cell-cell junction	cytoplasm	filopodium	focal adhesion	myofibril	perinuclear region of cytoplasm	colocalizes_with ruffle membrane
cytosol	endoplasmic reticulum lumen	integral component of plasma membrane	nucleus	plasma membrane	protein complex
external side of plasma membrane	interleukin-12 receptor complex	interleukin-23 receptor complex	plasma membrane
extracellular region	extracellular space	integral component of membrane	intrinsic component of external side of plasma membrane	membrane
extracellular region	extracellular space	integral component of membrane	intrinsic component of external side of plasma membrane	membrane
caveola	cytoplasm	cytoplasm	endoplasmic reticulum	endoplasmic reticulum lumen	endoplasmic reticulum membrane	neuron projection	nucleus	organelle membrane	protein complex
cytoplasm	nuclear chromatin	nucleus
nucleolus	nucleoplasm	nucleus
cytosol	mast cell granule	nucleoplasm	nucleoplasm	nucleus	transcription factor complex
cytosol	mast cell granule	nucleoplasm	nucleoplasm	nucleus	transcription factor complex
nucleolus	nucleoplasm	nucleus
Golgi apparatus	Golgi membrane	Golgi membrane	cell-cell adherens junction	cytosol	early endosome	endoplasmic reticulum membrane	extracellular exosome	melanosome
extracellular region	extracellular space
cytosol	extracellular region	extracellular space	extracellular space
nucleoplasm	nucleus
cell surface	endosome lumen	extracellular region	integral component of membrane	plasma membrane
cell surface	endosome lumen	extracellular region	integral component of membrane	plasma membrane
cytoplasm	membrane	mitochondrion
endoplasmic reticulum membrane	intracellular membrane-bounded organelle	organelle membrane
cellular_component	cytoplasm	cytoplasm	cytosol	perinuclear region of cytoplasm
COP9 signalosome	cell projection	cell-cell junction	cytoplasm	cytosol	cytosol	lamellipodium	plasma membrane	plasma membrane	ruffle
Golgi lumen	apical plasma membrane	extracellular exosome	extracellular space	integral component of plasma membrane	nuclear chromatin	vesicle
actin cytoskeleton	cytosol	extrinsic component of cytoplasmic side of plasma membrane
cytosol	extracellular exosome	plasma membrane	plasma membrane
granulocyte macrophage colony-stimulating factor receptor complex	integral component of plasma membrane	intracellular	plasma membrane
cytosol	external side of plasma membrane	extracellular region	integral component of plasma membrane
cytoplasm	cytoplasmic, membrane-bounded vesicle	extracellular region	perinuclear region of cytoplasm

cytoplasm	membrane	mitochondrion	intracellular	plasma membrane	host cell	nuclear envelope	perinuclear region of cytoplasm	plasma membrane

cAMP-dependent protein kinase complex	ciliary base	cytosol	plasma membrane
extracellular region	extracellular space	intracellular
extracellular exosome	membrane raft
extracellular exosome	membrane raft
extracellular region	extracellular space	membrane	platelet alpha granule lumen
external side of plasma membrane	extracellular exosome	integral component of plasma membrane	intracellular	plasma membrane	protein complex
cell surface	external side of plasma membrane	integral component of membrane	intracellular	plasma membrane	plasma membrane
extracellular space
cytoplasm	cytosol	extracellular exosome	cytoplasm	extracellular exosome
cytosol	endosome	endosome membrane	intracellular membrane-bounded organelle	plasma membrane	trans-Golgi network membrane	transport vesicle
cytoplasm	cytoplasm	cytosol	endosome membrane	interleukin-1 receptor complex	lipid particle	nucleus	nucleus	plasma membrane
cytoplasm	dendritic spine	growth cone	growth cone filopodium	growth cone lamellipodium	lamellipodium	main axon	neuronal cell body	nuclear speck	nucleoplasm	nucleus	nucleus	perinuclear region of cytoplasm	plasma membrane	postsynaptic membrane	presynaptic membrane	protein complex	synapse
cytoplasm	microtubule organizing center	mitochondrial matrix	nucleoplasm	nucleoplasm	nucleus	protein complex	spindle
angiogenin-PRI complex	angiogenin-PRI complex	basal lamina	cytoplasmic, membrane-bounded vesicle	extracellular exosome	extracellular region	extracellular space	growth cone	neuronal cell body	nucleolus	nucleus
colocalizes_with COP9 signalosome	blood microparticle	cell body	cytosol	mitochondrial matrix	nucleoplasm	zona pellucida receptor complex	blood microparticle	centriole	cytoplasm	cytosol	cytosol	focal adhesion	inclusion body	nucleoplasm	perinuclear region of cytoplasm	colocalizes_with ubiquitin ligase complex	blood microparticle	cell-cell adherens junction	centriole	cytoplasm	cytosol	cytosol	focal adhesion	inclusion body	mitochondrion	nucleoplasm	perinuclear region of cytoplasm	colocalizes_with ubiquitin ligase complex
extracellular region	interleukin-23 complex
integral component of membrane	plasma membrane
cytosol	extracellular region	nucleoplasm
integral component of plasma membrane	plasma membrane
Golgi membrane	cell surface	endoplasmic reticulum lumen	extracellular region	extracellular space	microvillus	platelet alpha granule lumen
Golgi lumen	apical plasma membrane	cell surface	cell surface	extracellular exosome	extracellular region	focal adhesion	integral component of plasma membrane	lamellipodium membrane	lysosomal lumen
integral component of membrane	membrane	mitochondrial inner membrane	mitochondrion	nucleoplasm
Golgi membrane	anchored component of membrane	cell surface	cytoplasm	external side of plasma membrane	extracellular exosome	integral component of membrane	membrane	plasma membrane	plasma membrane
Golgi membrane	anchored component of membrane	cell surface	cytoplasm	external side of plasma membrane	extracellular exosome	integral component of membrane	membrane	plasma membrane	plasma membrane
BMP receptor complex	cell surface	extracellular region	extracellular space
cytoplasm	extracellular region	extracellular region	extracellular space	extracellular space	membrane-bounded vesicle	proteinaceous extracellular matrix
extracellular region	extracellular region	extracellular region	extracellular space	platelet alpha granule lumen

cytosol	cytosol	extracellular region
integral component of membrane	integral component of plasma membrane	neuron projection terminus	neuronal cell body	nuclear membrane	plasma membrane
DNA replication factor A complex	DNA replication factor A complex	PML body	colocalizes_with PML body	chromatin	colocalizes_with chromosome, telomeric region	nuclear chromosome, telomeric region	nucleoplasm	nucleoplasm	nucleus	colocalizes_with site of double-strand break
